date,cpi,gas_price,hourly_wage,year,month,month_name,cpi_yoy_pct,gas_yoy_pct,wage_yoy_pct,real_wage,real_wage_index
1994-09-01,149.3,1.1437499999999998,11.39,1994,9,September,2.965517241379323,8.980466888994766,2.705139765554554,7.6289350301406555,98.04373534829202
1994-10-01,149.4,1.1136000000000001,11.42,1994,10,October,2.609890109890123,2.0013739409205478,2.605570530098822,7.643908969210174,98.23617386211512
1994-11-01,149.8,1.11575,11.45,1994,11,November,2.602739726027403,4.627719429857469,2.690582959641241,7.643524699599465,98.23123539719624
1994-12-01,150.1,1.0905,11.48,1994,12,December,2.597402597402576,7.544378698224863,2.683363148479434,7.64823451032645,98.29176382411727
1995-01-01,150.5,1.0817999999999999,11.48,1995,1,January,2.8708133971291794,8.353365384615374,2.5000000000000133,7.627906976744186,98.03052325581395
1995-02-01,150.9,1.0725,11.53,1995,2,February,2.862985685071595,6.293359762140738,2.488888888888874,7.640821736249171,98.19649809476473
1995-03-01,151.2,1.072,11.55,1995,3,March,2.7872195785180187,6.37558918382537,2.666666666666684,7.638888888888889,98.17165798611111
1995-04-01,151.8,1.11125,11.56,1995,4,April,3.125000000000022,8.177172061328797,2.5732031943212164,7.615283267457181,97.86828886693017
1995-05-01,152.1,1.1784000000000001,11.59,1995,5,May,3.1186440677966054,12.507160588122979,2.657218777679371,7.6199868507560815,97.92873726166995
1995-06-01,152.4,1.1915,11.63,1995,6,June,3.0425963488843744,10.528756957328401,2.8293545534924913,7.631233595800525,98.07327550853019
1995-07-01,152.6,1.1538,11.67,1995,7,July,2.8301886792452713,4.345466877684823,2.910052910052907,7.647444298820445,98.28160837155963
1995-08-01,152.9,1.12325,11.69,1995,8,August,2.6174496644295386,-2.7320748181503207,2.9049295774647987,7.64551994767822,98.25687745258337
1995-09-01,153.1,1.11075,11.73,1995,9,September,2.54521098459477,-2.885245901639333,2.9850746268656803,7.661659046374919,98.46429008817768
1995-10-01,153.5,1.0872,11.75,1995,10,October,2.7443105756358666,-2.370689655172431,2.889667250437822,7.654723127035831,98.37515268729642
1995-11-01,153.7,1.06225,11.78,1995,11,November,2.603471295060067,-4.794980954514905,2.882096069869,7.664281067013663,98.49798715029277
1995-12-01,153.9,1.07125,11.81,1995,12,December,2.5316455696202667,-1.76524530032095,2.8745644599303066,7.673814165042235,98.6205023554256
1996-01-01,154.7,1.0904,11.86,1996,1,January,2.7906976744185963,0.7949713440562167,3.3101045296167086,7.666451195862961,98.52587669683258
1996-02-01,155.0,1.08925,11.87,1996,2,February,2.717031146454607,1.5617715617715744,2.948829141370335,7.6580645161290315,98.4180947580645
1996-03-01,155.5,1.137,11.89,1996,3,March,2.8439153439153486,6.063432835820892,2.9437229437229373,7.646302250803859,98.26693127009646
1996-04-01,156.1,1.2306,11.96,1996,4,April,2.832674571805005,10.740157480314938,3.460207612456756,7.661755285073671,98.46552690582959
1996-05-01,156.4,1.278,11.98,1996,5,May,2.827087442472065,8.452138492871676,3.364969801553075,7.659846547314578,98.4409966432225
1996-06-01,156.7,1.2585,12.03,1996,6,June,2.8215223097112663,5.62316407889214,3.4393809114359186,7.677089980855137,98.6626017070836
1996-07-01,157.0,1.2276,12.05,1996,7,July,2.8833551769331667,6.396255850234023,3.2562125107112427,7.675159235668791,98.6377886146497
1996-08-01,157.2,1.206,12.09,1996,8,August,2.8122956180510084,7.3670153572223285,3.4217279726261873,7.690839694656488,98.83930701335876
1996-09-01,157.7,1.2024000000000001,12.13,1996,9,September,3.0045721750489918,8.251181634031092,3.4100596760443302,7.691819911223844,98.85190432783769
1996-10-01,158.2,1.204,12.16,1996,10,October,3.0618892508143203,10.743193524650474,3.489361702127658,7.686472819216182,98.78318584070797
1996-11-01,158.7,1.23225,12.2,1996,11,November,3.2530904359141077,16.003765591903996,3.5653650254668934,7.6874606175173295,98.79588059231256
1996-12-01,159.1,1.2352,12.24,1996,12,December,3.378817413905133,15.304550758459756,3.6409822184589213,7.693274670018857,98.8706002514142
1997-01-01,159.4,1.23625,12.29,1997,1,January,3.0381383322559907,13.375825385179763,3.6256323777402955,7.710163111668757,99.0876431148055
1997-02-01,159.7,1.23,12.31,1997,2,February,3.0322580645161246,12.921735138857017,3.7068239258635227,7.708202880400752,99.0624510801503
1997-03-01,159.8,1.205,12.35,1997,3,March,2.7652733118971096,5.9806508355320975,3.8687973086627414,7.7284105131414265,99.32215073529412
1997-04-01,159.9,1.199,12.39,1997,4,April,2.434336963484962,-2.5678530797984656,3.5953177257525004,7.74859287054409,99.58152556285177
1997-05-01,159.9,1.20025,12.43,1997,5,May,2.237851662404089,-6.083724569640059,3.7562604340567463,7.773608505315822,99.90301555659788
1997-06-01,160.2,1.1976,12.46,1997,6,June,2.233567326100827,-4.839094159713941,3.574397339983393,7.7777777777777795,99.95659722222224
1997-07-01,160.4,1.17425,12.5,1997,7,July,2.165605095541401,-4.345878136200721,3.734439834024883,7.793017456359102,100.15245090399003
1997-08-01,160.8,1.2235,12.57,1997,8,August,2.2900763358778775,1.4510779436152532,3.970223325062028,7.817164179104477,100.46277402052237
1997-09-01,161.2,1.2314,12.6,1997,9,September,2.21940393151554,2.4118429807052477,3.8746908491343657,7.816377171215881,100.45265973945409
1997-10-01,161.5,1.19675,12.66,1997,10,October,2.0859671302149163,-0.6021594684385345,4.111842105263164,7.8390092879256965,100.74351780185758
1997-11-01,161.7,1.17075,12.71,1997,11,November,1.8903591682419618,-4.99087035909922,4.180327868852474,7.860235003092147,101.01630140692642
1997-12-01,161.8,1.1314,12.75,1997,12,December,1.6970458830924073,-8.403497409326432,4.166666666666674,7.880098887515451,101.27158335908528
1998-01-01,162.0,1.0862500000000002,12.79,1998,1,January,1.6311166875784044,-12.133468149646099,4.068348250610243,7.895061728395062,101.46387924382717
1998-02-01,162.0,1.049,12.83,1998,2,February,1.440200375704448,-14.715447154471551,4.224207961007309,7.919753086419753,101.78120177469137
1998-03-01,162.0,1.0168,12.87,1998,3,March,1.3767209011263937,-15.618257261410795,4.210526315789465,7.944444444444445,102.09852430555554
1998-04-01,162.2,1.03025,12.92,1998,4,April,1.4383989993745905,-14.074228523769804,4.277643260694108,7.9654747225647355,102.36879623921085
1998-05-01,162.6,1.0635,12.96,1998,5,May,1.6885553470919357,-11.393459695896702,4.2638777152051555,7.970479704797048,102.43311808118081
1998-06-01,162.8,1.0644,12.99,1998,6,June,1.6229712858926382,-11.12224448897795,4.25361155698234,7.979115479115478,102.54410127457001
1998-07-01,163.2,1.05525,13.0,1998,7,July,1.74563591022443,-10.134128166915046,4.0000000000000036,7.965686274509805,102.37151501225492
1998-08-01,163.4,1.026,13.07,1998,8,August,1.6169154228855787,-16.142214957090317,3.9777247414478856,7.998776009791922,102.7967698133415
1998-09-01,163.5,1.00925,13.11,1998,9,September,1.4267990074441794,-18.04044177359104,4.047619047619055,8.01834862385321,103.04830848623851
1998-10-01,163.9,1.0187499999999998,13.14,1998,10,October,1.4860681114551078,-14.87361604345102,3.791469194312791,8.017083587553387,103.03205079316658
1998-11-01,164.1,0.9954000000000001,13.17,1998,11,November,1.4842300556586308,-14.977578475336317,3.6191974822973982,8.025594149908592,103.14142481718464
1998-12-01,164.4,0.945,13.21,1998,12,December,1.606922126081578,-16.47516351423016,3.607843137254907,8.035279805352797,103.26590062347931
1999-01-01,164.7,0.9390000000000001,13.27,1999,1,January,1.6666666666666607,-13.555811277330276,3.7529319781079096,8.057073466909532,103.54598322707953
1999-02-01,164.7,0.9205000000000001,13.3,1999,2,February,1.6666666666666607,-12.249761677788351,3.6632891660171474,8.075288403157256,103.78007361870067
1999-03-01,164.8,0.982,13.34,1999,3,March,1.7283950617283939,-3.4225019669551493,3.651903651903665,8.094660194174756,104.02903140169902
1999-04-01,165.9,1.131,13.38,1999,4,April,2.281134401972884,9.779179810725536,3.5603715170278605,8.065099457504521,103.64912974683544
1999-05-01,166.0,1.1305999999999998,13.42,1999,5,May,2.091020910209096,6.3093559003291055,3.549382716049365,8.08433734939759,103.89636671686746
1999-06-01,166.0,1.1142500000000002,13.47,1999,6,June,1.9656019656019597,4.683389703119145,3.6951501154734334,8.114457831325302,104.28346197289157
1999-07-01,166.7,1.1575,13.51,1999,7,July,2.1446078431372584,9.689647003079838,3.923076923076918,8.104379124175164,104.1539348380324
1999-08-01,167.1,1.2208,13.53,1999,8,August,2.2643818849449104,18.986354775828463,3.519510328997688,8.096947935368043,104.05843245062836
1999-09-01,167.8,1.2555,13.61,1999,9,September,2.629969418960254,24.399306415655197,3.8138825324180115,8.110846245530393,104.23704745232418
1999-10-01,168.1,1.24425,13.64,1999,10,October,2.56253813300793,22.1349693251534,3.8051750380517557,8.11421772754313,104.28037626412849
1999-11-01,168.4,1.2513999999999998,13.66,1999,11,November,2.6203534430225606,25.718304199316844,3.7205770690964313,8.111638954869358,104.24723500593822
1999-12-01,168.8,1.2725,13.7,1999,12,December,2.676399026763998,34.65608465608465,3.709311127933379,8.116113744075829,104.3047430390995
2000-01-01,169.3,1.2888,13.74,2000,1,January,2.792956891317555,37.25239616613416,3.541823662396393,8.11577082102776,104.30033594211459
2000-02-01,170.0,1.377,13.8,2000,2,February,3.2179720704310855,49.59261271048341,3.759398496240607,8.117647058823529,104.32444852941177
2000-03-01,171.0,1.5162499999999999,13.85,2000,3,March,3.762135922330101,54.40427698574337,3.8230884557721057,8.099415204678362,104.09014071637426
2000-04-01,170.9,1.46475,13.89,2000,4,April,3.013863773357439,29.50928381962865,3.811659192825112,8.1275599765945,104.45184501170274
2000-05-01,171.2,1.4868000000000001,13.93,2000,5,May,3.1325301204819134,31.5053953652928,3.8002980625931437,8.136682242990654,104.56908038843457
2000-06-01,172.2,1.6332499999999999,13.98,2000,6,June,3.7349397590361377,46.57841597487096,3.786191536748329,8.118466898954704,104.33498475609757
2000-07-01,172.7,1.551,14.02,2000,7,July,3.5992801439711952,33.995680345572346,3.774981495188756,8.118123914302258,104.33057686740011
2000-08-01,172.7,1.4645000000000001,14.07,2000,8,August,3.3512866546977715,19.962319790301454,3.9911308203991247,8.147075854082225,104.70265453097858
2000-09-01,173.6,1.5502500000000001,14.13,2000,9,September,3.45649582836709,23.476702508960567,3.8207200587803136,8.139400921658988,104.60401965725808
2000-10-01,173.9,1.5322,14.17,2000,10,October,3.4503271861986873,23.142455294354015,3.885630498533721,8.14836112708453,104.71917229729728
2000-11-01,174.2,1.51725,14.23,2000,11,November,3.444180522565321,21.244206488732644,4.172767203513916,8.168771526980482,104.9814778272101
2000-12-01,174.6,1.44275,14.29,2000,12,December,3.4360189573459543,13.379174852652254,4.306569343065703,8.184421534936998,105.18260488258878
2001-01-01,175.6,1.4472,14.29,2001,1,January,3.7212049616065945,12.290502793296088,4.002911208151372,8.137813211845103,104.58361510535308
2001-02-01,176.0,1.44975,14.36,2001,2,February,3.529411764705892,5.283224400871456,4.057971014492745,8.159090909090908,104.85706676136361
2001-03-01,176.1,1.40925,14.42,2001,3,March,2.9824561403508643,-7.056883759274523,4.115523465703963,8.188529244747302,105.23539537194775
2001-04-01,176.4,1.5516,14.44,2001,4,April,3.2182562902282053,5.929339477726581,3.95968322534197,8.1859410430839,105.20213293650794
2001-05-01,177.3,1.70175,14.5,2001,5,May,3.5630841121495394,14.45722356739305,4.091888011486011,8.178228990411732,105.10302100958828
2001-06-01,177.7,1.61625,14.54,2001,6,June,3.193960511033689,-1.0408694321138778,4.005722460658068,8.182329769274057,105.15572242543611
2001-07-01,177.4,1.4205999999999999,14.55,2001,7,July,2.7214823393167498,-8.407479045776922,3.780313837375182,8.201803833145433,105.40599457440811
2001-08-01,177.4,1.42075,14.6,2001,8,August,2.7214823393167498,-2.98736770228748,3.766879886282859,8.22998872604284,105.76821448703495
2001-09-01,178.1,1.5215,14.62,2001,9,September,2.5921658986175045,-1.8545395903886486,3.4677990092002675,8.208871420550253,105.49682411566535
2001-10-01,177.6,1.3154,14.66,2001,10,October,2.127659574468077,-14.149588826523962,3.4580098800282233,8.254504504504505,106.08328054617118
2001-11-01,177.5,1.1705,14.72,2001,11,November,1.894374282433997,-22.85384742132146,3.4434293745607913,8.292957746478875,106.5774647887324
2001-12-01,177.4,1.0859999999999999,14.74,2001,12,December,1.603665521191311,-24.72708369433375,3.149055283414981,8.30890642615558,106.78243024239006
2002-01-01,177.7,1.10725,14.76,2002,1,January,1.1958997722095743,-23.49018794914317,3.2890132960112117,8.306133933595948,106.74679938097917
2002-02-01,178.0,1.11375,14.78,2002,2,February,1.1363636363636465,-23.176409725814796,2.924791086350975,8.303370786516853,106.7112886235955
2002-03-01,178.5,1.24925,14.82,2002,3,March,1.3628620102214661,-11.353556856483937,2.77392510402219,8.302521008403362,106.70036764705884
2002-04-01,179.3,1.3969999999999998,14.84,2002,4,April,1.643990929705219,-9.963908223769035,2.7700831024930705,8.276631344116007,106.36764500836587
2002-05-01,179.5,1.39175,14.88,2002,5,May,1.2408347433727984,-18.216541795210816,2.6206896551724146,8.289693593314764,106.53551532033427
2002-06-01,179.6,1.38225,14.93,2002,6,June,1.0692177827799743,-14.477958236658928,2.6822558459422385,8.312917594654788,106.83398002505567
2002-07-01,180.0,1.3969999999999998,14.97,2002,7,July,1.465614430665152,-1.6612698859636787,2.8865979381443196,8.316666666666666,106.88216145833334
2002-08-01,180.5,1.39575,15.02,2002,8,August,1.747463359639223,-1.7596339961287955,2.876712328767117,8.321329639889196,106.94208795013849
2002-09-01,180.8,1.3996,15.05,2002,9,September,1.516002245929271,-8.011830430496225,2.941176470588247,8.324115044247787,106.97788474834068
2002-10-01,181.2,1.44525,15.12,2002,10,October,2.0270270270270174,9.871521970503272,3.137789904502042,8.344370860927153,107.23820364238412
2002-11-01,181.5,1.419,15.15,2002,11,November,2.2535211267605604,21.23024348568987,2.9211956521739024,8.347107438016529,107.2733729338843
2002-12-01,181.8,1.3858000000000001,15.2,2002,12,December,2.4802705749718212,27.605893186003705,3.1207598371777445,8.36083608360836,107.44980748074806
2003-01-01,182.6,1.4575,15.21,2003,1,January,2.757456387169399,31.632422668773973,3.0487804878048808,8.329682365826944,107.04943352957284
2003-02-01,183.6,1.613,15.28,2003,2,February,3.146067415730336,44.82603815937149,3.382949932341006,8.32244008714597,106.9563589324619
2003-03-01,183.9,1.693,15.27,2003,3,March,3.025210084033625,35.52131278767261,3.0364372469635637,8.30342577487765,106.71199530995106
2003-04-01,183.2,1.589,15.28,2003,4,April,2.175125488008911,13.74373657838226,2.96495956873315,8.340611353711791,107.18988810043668
2003-05-01,182.9,1.49725,15.33,2003,5,May,1.8941504178273005,7.580384408119278,3.0241935483870996,8.381629305631492,107.71703287315472
2003-06-01,183.1,1.4928000000000001,15.36,2003,6,June,1.948775055679297,7.99782962561042,2.8801071667782896,8.388858547241943,107.80993992353905
2003-07-01,183.7,1.5125,15.4,2003,7,July,2.055555555555544,8.267716535433077,2.872411489645965,8.383233532934133,107.73764970059882
2003-08-01,184.5,1.62025,15.42,2003,8,August,2.216066481994461,16.084542360737952,2.663115845539288,8.357723577235772,107.40980691056909
2003-09-01,185.1,1.6788,15.42,2003,9,September,2.378318584070782,19.948556730494428,2.4584717607973428,8.330632090761751,107.06163897893033
2003-10-01,184.9,1.5635,15.42,2003,10,October,2.041942604856528,8.181975436775634,1.9841269841269993,8.339643050297457,107.17744388858841
2003-11-01,185.0,1.512,15.46,2003,11,November,1.9283746556473913,6.553911205074003,2.0462046204620554,8.356756756756758,107.39738175675677
2003-12-01,185.5,1.4788000000000001,15.47,2003,12,December,2.0352035203520247,6.710925097416642,1.7763157894737036,8.339622641509434,107.17718160377359
2004-01-01,186.3,1.57175,15.51,2004,1,January,2.026286966046009,7.8387650085763205,1.972386587771191,8.325281803542673,106.99287942834137
